car,price,body,mileage,engV,engType,registration,year,model,drive
Nissan,14246,hatch,42,NA,Other,yes,2013,Leaf,front
Nissan,11800,crossover,140,2,Petrol,yes,2009,Qashqai,full
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full
Nissan,15658,hatch,49,NA,Other,yes,2013,Leaf,front
Nissan,94500,other,18,3.8,Petrol,yes,2014,GT-R,full
Nissan,19800,hatch,33,NA,Other,yes,2014,Leaf,front
Nissan,15444,hatch,61,NA,Other,yes,2013,Leaf,front
Nissan,12850,hatch,30,NA,Other,yes,2011,Leaf,front
Nissan,94900,other,18,3.8,Petrol,yes,2013,GT-R,full
Nissan,16238,hatch,27,NA,Other,yes,2013,Leaf,front
Nissan,18888,crossover,116,5.6,Gas,yes,2007,Armada,full
Nissan,27694.134,crossover,1,1.6,Diesel,yes,2016,X-Trail,front
Nissan,25000,hatch,2,NA,Other,yes,2015,Leaf,front
Nissan,15000,crossover,23,2,Petrol,yes,2010,Qashqai,front
Nissan,16700,hatch,39,NA,Other,yes,2015,Leaf,front
Nissan,15000,other,30,NA,Other,yes,2013,Leaf,front
Nissan,95000,other,3,3.8,Petrol,yes,2013,GT-R,
Nissan,13999,sedan,121,3.5,Petrol,yes,2010,Teana,front
Nissan,16900,crossover,131,5.6,Petrol,yes,2007,Armada,full
Nissan,12300,crossover,88,2,Petrol,yes,2009,Qashqai,front
Nissan,28502.565,crossover,1,2,Petrol,yes,2014,X-Trail,full
Nissan,16500,crossover,60,1.6,Petrol,yes,2013,Qashqai,front
Nissan,16500,hatch,11,NA,Other,yes,2015,Leaf,front
Nissan,17700,vagon,30,NA,Other,yes,2013,Leaf,front
Nissan,13303,hatch,33,NA,Other,yes,2012,Leaf,front
Nissan,15500,hatch,24,NA,Other,yes,2012,Leaf,front
Nissan,25000,crossover,67,2,Diesel,yes,2014,X-Trail,full
Nissan,5000,other,200,1.8,Petrol,yes,1999,Primera,front
Nissan,6600,crossover,180,2,Petrol,yes,2003,X-Trail,full
Nissan,26220.285,crossover,1,2,Petrol,yes,2015,X-Trail,front
Nissan,18999,hatch,8,NA,Other,yes,2013,Leaf,front
Nissan,13600,crossover,138,2,Petrol,yes,2008,X-Trail,full
Nissan,21900,crossover,30,1.2,Petrol,yes,2015,Qashqai,front
Nissan,15800,crossover,56,2,Petrol,yes,2012,Qashqai,full
Nissan,6999,sedan,85,1.6,Petrol,yes,2009,Almera,front
Nissan,4300,sedan,152,NA,Diesel,yes,1997,Primera,front
Nissan,27000,van,14,1.6,Diesel,yes,2015,Qashqai,full
Nissan,7400,sedan,142,1.6,Gas,yes,2010,Almera,front
Nissan,6300,sedan,216,2,Gas,yes,2004,Primera,front
Nissan,14999,crossover,70,2,Petrol,yes,2010,Qashqai,front
Nissan,14500,crossover,149,NA,Other,yes,2010,Qashqai,
Nissan,16300,crossover,43,2,Petrol,yes,2013,Qashqai,front
Nissan,10999,crossover,157,1.5,Diesel,yes,2008,Qashqai,front
Nissan,16699,hatch,24,NA,Other,yes,2013,Leaf,front
Nissan,8200,hatch,144,1.6,Petrol,yes,2008,TIIDA,front
Nissan,8100,sedan,88,1.6,Petrol,yes,2012,Almera,front
Nissan,6200,sedan,170,1.8,Gas,yes,2005,Almera,front
Nissan,7600,hatch,280,1.6,Petrol,yes,2007,Note,front
Nissan,16800,crossover,52,1.6,Petrol,yes,2013,Qashqai,
Nissan,16800,crossover,52,1.6,Petrol,yes,2013,Qashqai,
Nissan,13300,crossover,87,2,Gas,yes,2011,Qashqai,front
Nissan,14200,hatch,23,NA,Other,yes,2014,Leaf,front
Nissan,11999,crossover,113,3.5,Gas,yes,2005,Murano,full
Nissan,2100,sedan,380,3,Gas,yes,1991,Maxima,front
Nissan,7600,sedan,178,2,Gas,yes,2004,Maxima,front
Nissan,9800,hatch,79,1.6,Gas,yes,2009,TIIDA,front
Nissan,6900,hatch,140,1.6,Petrol,yes,2007,TIIDA,front
Nissan,16431.675,crossover,1,1.6,Petrol,yes,2015,Juke,front
Nissan,9200,crossover,126,NA,Other,yes,2005,X-Trail,full
Nissan,12450,crossover,169,2,Petrol,yes,2008,X-Trail,full
Nissan,16800,crossover,150,2,Petrol,yes,2012,X-Trail,full
Nissan,14700,crossover,65,2,Petrol,yes,2011,Qashqai,
Nissan,14500,other,187,2.5,Diesel,yes,2008,Navara,full
Nissan,11500,crossover,78,1.6,Petrol,yes,2011,Juke,front
Nissan,10500,crossover,155,2.5,Gas,yes,2007,X-Trail,full
Nissan,5000,other,125,1.2,Petrol,yes,2006,Micra,front
Nissan,8500,hatch,81,1.6,Petrol,yes,2008,TIIDA,front
Nissan,25982.7945,crossover,0,1.6,Diesel,yes,2016,Qashqai,front
Nissan,18421.26,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Nissan,6999,sedan,230,3,Petrol,yes,2004,Maxima,front
Nissan,8800,hatch,73,1.4,Petrol,yes,2013,Note,front
Nissan,7650,van,107,1.6,Gas,yes,2007,Note,front
Nissan,8500,van,104,1.4,Petrol,yes,2010,Note,front
Nissan,21500,crossover,72,2,Diesel,yes,2013,X-Trail,full
Nissan,14999,sedan,66,2.5,Petrol,yes,2010,Teana,front
Nissan,8790,van,69,1.4,Petrol,yes,2010,Note,front
Nissan,14931.15,sedan,1,1.6,Petrol,yes,2015,Sentra,front
Nissan,38800,crossover,112,5.6,Petrol,yes,2012,Patrol,full
Nissan,9300,crossover,100,2.5,Petrol,yes,2006,X-Trail,full
Nissan,3600,crossover,230,2.2,Diesel,no,2002,X-Trail,full
Nissan,2100,hatch,170,2.2,Diesel,no,2001,Almera,front
Nissan,6600,crossover,288,2.8,Diesel,no,2000,Patrol,full
Nissan,6400,crossover,240,3,Diesel,no,2000,Patrol,full
Nissan,3600,vagon,240,1.6,Petrol,yes,1992,Sunny,front
Nissan,10500,crossover,270,3,Diesel,yes,2001,Patrol,full
Nissan,9999,other,102,1.5,Diesel,yes,2011,Note,front
Nissan,10999,hatch,64,1.6,Petrol,yes,2012,TIIDA,front
Nissan,15800,crossover,42,1.6,Petrol,yes,2013,Juke,front
Nissan,13500,crossover,52,2,Petrol,yes,2012,Qashqai,full
Nissan,11900,hatch,10,1.2,Petrol,yes,2015,Micra,front
Nissan,6700,sedan,170,2,Petrol,yes,2003,Primera,front
Nissan,8000,crossover,90,NA,Petrol,yes,2012,Juke,front
Nissan,8300,other,130,1.6,Petrol,yes,2008,Note,full
Nissan,0,sedan,200,1.8,Petrol,yes,2000,Primera,
Nissan,1250,other,200,1.4,Petrol,no,1999,Almera,front
Nissan,6900,vagon,130,1.4,Gas,yes,2008,Note,front
Nissan,15900,other,30,1.6,Petrol,yes,2013,Juke,front
Nissan,7500,hatch,115,1.6,Petrol,yes,2008,Note,front
Nissan,18500,sedan,119,3.5,Gas,yes,2010,Teana,front
Nissan,4400,sedan,1,2,Petrol,yes,1992,Primera,front
Nissan,37900,crossover,67,5.6,Petrol,yes,2011,Patrol,full
Nissan,18500,crossover,111,NA,Diesel,yes,2005,Patrol,full
Nissan,15999,crossover,134,3,Diesel,yes,2000,Patrol,full
Nissan,3999,hatch,225,2,Gas,yes,1997,Almera,front
Nissan,2600,sedan,270,NA,Other,yes,1991,Primera,
Nissan,7800,crossover,282,4.2,Gas,yes,1998,Patrol,
Nissan,1499,sedan,16,2,Gas,yes,1991,Primera,
Nissan,4000,sedan,1,2,Petrol,yes,1994,Maxima,front
Nissan,37900,crossover,92,5.6,Petrol,yes,2012,Patrol,full
Nissan,14500,crossover,186,2.5,Diesel,yes,2006,Pathfinder,full
Nissan,7500,sedan,200,2,Petrol,yes,2003,Primera,front
Nissan,12300,hatch,20,1.2,Petrol,yes,2013,Micra,front
Nissan,16500,crossover,210,2.5,Diesel,yes,2007,Pathfinder,full
Nissan,9500,sedan,155,99.99,Gas,yes,2007,Teana,front
Nissan,14300,hatch,68,NA,Other,yes,2013,Leaf,front
Nissan,17000,hatch,22,NA,Other,yes,2013,Leaf,rear
Nissan,9800,crossover,65,2,Petrol,yes,2010,Qashqai,front
Nissan,13700,crossover,68,2,Gas,yes,2011,Qashqai,front
Nissan,21700,crossover,29,2,Diesel,yes,2013,X-Trail,full
Nissan,15700,crossover,65,2,Petrol,yes,2012,Qashqai,
Nissan,8900,crossover,100,2,Petrol,yes,2008,X-Trail,full
Nissan,13000,crossover,159,3.5,Petrol,yes,2007,Murano,full
Nissan,5500,sedan,260,1.8,Gas,yes,1999,Primera,front
Nissan,23500,crossover,154,2.49,Diesel,yes,2011,Murano,full
Nissan,17500,hatch,50,NA,Other,yes,2014,Leaf,front
Nissan,18500,hatch,50,NA,Other,yes,2014,Leaf,front
Nissan,7500,sedan,160,1.6,Petrol,yes,2006,Primera,front
Nissan,7700,crossover,188,2,Gas,yes,2002,X-Trail,full
Nissan,13600,crossover,40,1.6,Petrol,yes,2011,Qashqai,front
Nissan,12250,crossover,240,3,Diesel,yes,2003,Patrol,full
Nissan,1450,hatch,205,2,Diesel,yes,1991,Sunny,front
Nissan,15000,sedan,92,3.5,Petrol,yes,2008,Teana,front
Nissan,2300,hatch,1,1.4,Other,yes,1992,Sunny,front
Nissan,4800,sedan,300,2,Petrol,yes,1995,Maxima,front
Nissan,9000,crossover,365,3.3,Gas,yes,1999,Pathfinder,full
Nissan,12500,hatch,7,1.2,Petrol,yes,2015,Micra,front
Nissan,10500,hatch,41,1.2,Petrol,yes,2013,Micra,front
Nissan,10500,hatch,53,1.2,Petrol,yes,2013,Micra,front
Nissan,13500,crossover,88,2,Petrol,yes,2007,Qashqai,front
Nissan,13000,crossover,160,2,Other,yes,2008,Qashqai,full
Nissan,22100,crossover,88,3.5,Gas,yes,2011,Murano,full
Nissan,4400,sedan,218,2,Petrol,yes,1998,Maxima,front
Nissan,6800,other,93,1.6,Petrol,yes,2006,Note,front
Nissan,16800,crossover,98,2,Petrol,yes,2010,X-Trail,full
Nissan,4750,other,171,1.5,Diesel,yes,2004,Kubistar,front
Nissan,17800,sedan,2,1.6,Petrol,yes,2016,Sentra,front
Nissan,16300,crossover,32,1.6,Petrol,yes,2012,Juke,front
Nissan,16499,crossover,373,1.6,Petrol,yes,2011,Juke,front
Nissan,13550,crossover,54,1.6,Petrol,yes,2011,Juke,front
Nissan,8500,vagon,44,1.6,Petrol,yes,2007,Note,front
Nissan,12276.147,hatch,0,1.2,Petrol,yes,2015,Micra,front
Nissan,19829.16,sedan,0,1.6,Petrol,yes,2015,Sentra,front
Nissan,19457.5485,hatch,0,NA,Petrol,yes,2016,Juke,front
Nissan,25198.446,crossover,0,2,Petrol,yes,2016,Qashqai,front
Nissan,19764.693,hatch,0,1.6,Petrol,yes,2015,Juke,front
Nissan,13455.4485,hatch,0,NA,Petrol,yes,2015,Micra,front
Nissan,3100,sedan,283,2,Gas,yes,1996,Primera,front
Nissan,7500,sedan,181,1.8,Petrol,yes,2007,Primera,front
Nissan,3500,vagon,323,2,Petrol,yes,1994,Primera,front
Nissan,17500,crossover,45,2,Petrol,yes,2012,Qashqai,full
Nissan,7000,sedan,160,1.6,Petrol,yes,2007,Almera,front
Nissan,12200,crossover,234,2,Petrol,yes,2007,Qashqai,full
Nissan,5700,sedan,202,NA,Petrol,yes,2003,Almera,
Nissan,12500,crossover,167,3.5,Gas,yes,2007,Murano,full
Nissan,2600,sedan,280,NA,Petrol,yes,1990,Sunny,front
Nissan,5800,sedan,241,2,Petrol,yes,2004,Maxima,front
Nissan,7600,hatch,88,1.2,Petrol,yes,2008,Micra,front
Nissan,3000,hatch,500,2,Petrol,yes,1991,Primera,front
Nissan,3330,crossover,350,3.3,Gas,no,2000,Pathfinder,full
Nissan,17000,hatch,25,NA,Other,yes,2014,Leaf,front
Nissan,15300,hatch,33,NA,Other,yes,2014,Leaf,front
Nissan,7900,crossover,218,2.5,Petrol,yes,2003,X-Trail,full
Nissan,7800,sedan,118,1.6,Petrol,yes,2008,TIIDA,
Nissan,19451.25,crossover,0,1.6,Petrol,yes,2016,Juke,front
Nissan,16500,sedan,2,NA,Other,yes,2015,Leaf,front
Nissan,13990,sedan,73,2.5,Petrol,yes,2013,Teana,front
Nissan,0,crossover,130,2,Petrol,yes,2007,Qashqai,full
Nissan,18000,hatch,27,NA,Other,yes,2013,Leaf,front
Nissan,3400,sedan,220,1.4,Gas,yes,1997,Almera,front
Nissan,9200,van,90,1.6,Gas,yes,2008,Note,front
Nissan,8500,sedan,195,1.6,Petrol,yes,2006,Primera,front
Nissan,11000,hatch,8,1.4,Petrol,yes,2013,Note,front
Nissan,11999,crossover,207,3.5,Petrol,yes,2006,Murano,full
Nissan,8300,crossover,123,1.5,Diesel,no,2010,Qashqai,front
Nissan,11900,crossover,193,2,Petrol,yes,2008,X-Trail,full
Nissan,4088,sedan,115,3,Other,yes,1993,Maxima,front
Nissan,13600,crossover,138,2,Petrol,yes,2008,Qashqai,full
Nissan,11500,crossover,125,2,Petrol,yes,2007,Qashqai,front
Nissan,10500,crossover,91,1.6,Gas,yes,2007,Qashqai,
Nissan,9500,crossover,202,2,Petrol,yes,2002,X-Trail,full
Nissan,7400,hatch,102,1.6,Petrol,yes,2006,Note,front
Nissan,3000,sedan,292,2,Gas,yes,1993,Primera,front
Nissan,20900,other,26,2,Petrol,yes,2013,Qashqai,full
Nissan,20000,crossover,170,3,Diesel,yes,2007,Patrol,full
Nissan,3600,van,390,2.3,Diesel,yes,1996,Vanette пасс.,
Nissan,22500,hatch,10,NA,Other,yes,2015,Leaf,front
Nissan,15990,hatch,12,NA,Other,yes,2014,Leaf,front
Nissan,3600,sedan,310,2,Diesel,yes,1994,Primera,front
Nissan,26500,other,55,2.5,Diesel,yes,2013,Pathfinder,full
Nissan,16500,sedan,87,2.5,Petrol,yes,2013,Teana,front
Nissan,19500,other,21,3.5,Petrol,yes,2008,350Z,rear
Nissan,10500,crossover,200,2.2,Diesel,yes,2006,X-Trail,full
Nissan,2199,crossover,178,2.7,Diesel,no,1998,Terrano,full
Nissan,22500,crossover,29,1.6,Petrol,yes,2014,Juke,full
Nissan,9000,sedan,120,3,Petrol,yes,2006,Maxima,front
Nissan,12000,crossover,148,2.4,Petrol,yes,2004,Terrano,full
Nissan,6200,sedan,190,2,Petrol,yes,2001,Primera,front
Nissan,9700,crossover,147,3.5,Gas,yes,2003,Murano,full
Nissan,28500,crossover,47,2.5,Diesel,yes,2011,Pathfinder,full
Nissan,7800,hatch,97,1.6,Gas,yes,2008,TIIDA,front
Nissan,5200,vagon,180,2,Gas,yes,2000,Primera,front
Nissan,16200,crossover,81,2,Gas,yes,2012,Qashqai,full
Nissan,16200,crossover,75,3.5,Gas,yes,2009,Murano,full
Nissan,7300,other,280,1.9,Diesel,yes,2005,Primastar пасс.,front
Nissan,10200,crossover,110,2,Petrol,yes,2008,Qashqai,front
Nissan,12500,other,190,2.5,Diesel,yes,2008,Navara,full
Nissan,16700,crossover,65,1.6,Petrol,yes,2013,Juke,front
Nissan,2500,sedan,5,3,Gas,yes,1988,Maxima,front
Nissan,7600,sedan,135,1.6,Petrol,yes,2008,TIIDA,front
Nissan,15990,crossover,122,1.6,Petrol,yes,2011,Juke,full
Nissan,6600,sedan,110,1.6,Petrol,yes,2007,Almera,front
Nissan,17900,crossover,80,3.5,Petrol,yes,2009,Murano,full
Nissan,7700,sedan,130,1.6,Gas,yes,2008,Almera,front
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front
Nissan,14999,crossover,70,2,Petrol,yes,2010,Qashqai,front
Nissan,12500,crossover,89,1.6,Petrol,yes,2011,Juke,front
Nissan,9960,van,90,1.5,Diesel,yes,2013,NV,front
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front
Nissan,1600,vagon,330,1.5,Petrol,yes,1984,Sunny,front
Nissan,19999,crossover,45,2,Petrol,yes,2013,X-Trail,full
Nissan,14700,hatch,21,NA,Other,yes,2013,Leaf,front
Nissan,88888,crossover,0,3,Diesel,yes,2009,Patrol,full
Nissan,3700,sedan,250,2,Other,yes,1995,Maxima,rear
Nissan,16600,hatch,13,NA,Other,yes,2014,Leaf,front
Nissan,16990,crossover,70,1.6,Petrol,yes,2014,Juke,front
Nissan,7500,sedan,192,10,Gas,yes,2003,Maxima,front
Nissan,13900,hatch,45,NA,Other,yes,2012,Leaf,front
Nissan,18500,crossover,42,1.6,Petrol,yes,2012,Juke,full
Nissan,20820,crossover,27,1.6,Gas,yes,2015,Juke,front
Nissan,6750,hatch,150,1.4,Petrol,yes,2008,Note,front
Nissan,7800,hatch,85,1.6,Other,yes,2008,TIIDA,full
Nissan,7500,hatch,129,1.6,Petrol,yes,2008,Note,front
Nissan,15000,other,96,3.5,Petrol,yes,2008,Altima,front
Nissan,15800,crossover,150,4,Gas,yes,2008,Pathfinder,full
Nissan,16000,crossover,54,1.6,Petrol,yes,2013,Juke,front
Nissan,17000,crossover,51,2.5,Petrol,yes,2011,X-Trail,full
Nissan,8500,sedan,89,1.6,Petrol,yes,2008,TIIDA,front
Nissan,13500,crossover,95,2,Petrol,yes,2008,X-Trail,full
Nissan,3200,sedan,177,1.6,Gas,yes,1995,Primera,front
Nissan,9000,sedan,25,1.6,Petrol,yes,2011,Almera,front
Nissan,21999,crossover,109,3,Diesel,yes,2005,Patrol,full
Nissan,24000,crossover,161,3,Diesel,yes,2006,Patrol,
Nissan,2000,sedan,268,2.2,Diesel,no,2000,Almera,front
Nissan,15300,hatch,25,NA,Other,yes,2013,Leaf,front
Nissan,2700,sedan,227,2.5,Petrol,yes,1996,Cefiro,front
Nissan,13000,hatch,45,1,Other,yes,2012,Leaf,
Nissan,5300,hatch,107,1.2,Petrol,yes,2008,Micra,front
Nissan,12350,crossover,154,2,Gas,yes,2007,X-Trail,full
Nissan,22500,crossover,95,5.6,Petrol,yes,2008,Armada,full
Nissan,7700,sedan,178,3,Gas,yes,2001,Maxima,front
Nissan,2200,sedan,330,2,Petrol,yes,1986,Bluebird,front
Nissan,87777,other,3,3.8,Petrol,yes,2010,GT-R,full
Nissan,7150,van,117,1.5,Diesel,yes,2011,NV,front
Nissan,9100,van,93,2,Diesel,yes,2013,Primastar груз.,front
Nissan,19999,crossover,145,3,Diesel,yes,2008,Patrol,full
Nissan,14000,crossover,165,3.5,Petrol,yes,2008,Murano,full
Nissan,7200,sedan,56,3,Other,yes,1998,Gloria,rear
Nissan,6350,van,153,3.5,Other,no,2004,Elgrand,rear
Nissan,16200,hatch,35,NA,Other,yes,2015,Leaf,front
Nissan,2000,sedan,124,2,Petrol,yes,1991,Primera,front
Nissan,16500,hatch,40,NA,Other,yes,2014,Leaf,front
Nissan,2500,sedan,448,2,Gas,yes,1988,Bluebird,front
Nissan,19900,crossover,4,1.6,Petrol,yes,2015,Juke,front
Nissan,6990,hatch,120,1,Petrol,yes,2011,Micra,front
Nissan,8200,sedan,100,1.6,Gas,yes,2012,Almera,front
Nissan,6500,sedan,383,NA,Other,yes,2008,Almera,
Nissan,15500,sedan,115,2.5,Gas,yes,2011,Teana,front
Nissan,16800,hatch,13,NA,Other,yes,2014,Leaf,front
Nissan,8700,sedan,122,NA,Gas,yes,2005,Primera,front
Nissan,7000,hatch,96,1.2,Gas,yes,2006,Micra,front
Nissan,8700,hatch,77,1.4,Petrol,yes,2011,Note,front
Nissan,7900,vagon,133,1.8,Gas,yes,2006,Primera,front
Nissan,8399,sedan,34,1.6,Petrol,yes,2008,TIIDA,front
Nissan,16700,crossover,79,2,Gas,yes,2012,Qashqai,full
Nissan,16700,crossover,79,2,Gas,yes,2012,Qashqai+2,full
Nissan,25800,crossover,96,1.6,Diesel,yes,2014,Qashqai,front
Nissan,2900,sedan,300,2,Petrol,yes,1995,Primera,front
Nissan,17900,crossover,115,2.5,Diesel,yes,2009,Pathfinder,full
Nissan,4000,hatch,18,NA,Other,no,2015,Leaf,
Nissan,3800,hatch,21,NA,Other,no,2013,Leaf,
Nissan,12999,crossover,130,2,Petrol,yes,2008,Qashqai,full
Nissan,20999,crossover,69,1.6,Petrol,yes,2014,Juke Nismo,full
Nissan,4700,sedan,230,3,Petrol,yes,2001,Maxima,front
Nissan,1650,sedan,234,1.8,Petrol,yes,1984,Stanza,front
Nissan,11600,crossover,236,2,Gas,yes,2007,X-Trail,full
Nissan,8800,van,285,1.9,Diesel,yes,2004,Primastar пасс.,front
Nissan,9900,hatch,39,1.4,Petrol,yes,2013,Note,front
Nissan,2697,sedan,197,2,Diesel,yes,1992,Primera,front
Nissan,17200,crossover,65,1.6,Petrol,yes,2013,Juke,front
Nissan,15700,other,0,NA,Other,yes,2012,Juke,
Nissan,17200,crossover,75,3.5,Gas,yes,2009,Murano,full
Nissan,7700,hatch,87,1.2,Petrol,yes,2009,Micra,front
Nissan,7900,sedan,110,1.6,Petrol,yes,2008,TIIDA,front
Nissan,14200,sedan,48,2.5,Petrol,yes,2013,Teana,front
Nissan,14200,sedan,18,NA,Other,yes,2014,Leaf,front
Nissan,14200,sedan,35,NA,Other,yes,2014,Leaf,
Nissan,17900,sedan,30,3.5,Petrol,yes,2010,Maxima,front
Nissan,7900,sedan,82,1.6,Petrol,yes,2008,TIIDA,front
Nissan,5200,hatch,126,1.2,Petrol,yes,2004,Micra,front
Nissan,5700,sedan,181,3,Petrol,yes,2000,Maxima,front
Nissan,4799,sedan,180,2,Petrol,yes,1999,Maxima,front
Nissan,12799,crossover,84,1.6,Petrol,yes,2011,Qashqai,front
Nissan,13350,other,72,1.5,Diesel,yes,2014,Note,front
Nissan,15700,hatch,42,NA,Other,yes,2013,Leaf,front
Nissan,11300,crossover,150,3.5,Gas,yes,2005,Murano,full
Nissan,17499,crossover,36,1.6,Petrol,yes,2013,Juke,front
Nissan,24500,crossover,62,1.6,Diesel,yes,2015,Qashqai,front
Nissan,14999,hatch,21,NA,Other,yes,2013,Leaf,front
Nissan,5000,sedan,260,3,Gas,yes,2000,Maxima,
Nissan,17800,sedan,73,3.5,Gas,yes,2011,Teana,front
Nissan,29077.9515,crossover,0,1.6,Diesel,yes,2016,X-Trail,front
Nissan,28900,crossover,25,2,Petrol,yes,2014,X-Trail,full
Nissan,7200,sedan,116,1.6,Gas,yes,2010,Almera,front
Nissan,10450,van,106,2,Diesel,yes,2013,Primastar груз.,front
Nissan,20000,hatch,43,1.6,Petrol,yes,2013,TIIDA,front
Opel,3550,vagon,231,2,Diesel,no,2005,Vectra C,front
Opel,2780,sedan,254,2.2,Diesel,yes,2003,Vectra C,front
Opel,5350,sedan,180,1.4,Petrol,yes,2007,Astra G,front
Opel,1600,sedan,280,2.3,Diesel,yes,1987,Omega,rear
Opel,6700,sedan,335,2.5,Gas,yes,1998,Omega,rear
Opel,4200,sedan,290,2,Petrol,yes,1997,Omega,rear
Opel,10950,sedan,44,1.6,Gas,yes,2012,Astra H,front
Opel,6800,vagon,170,1.3,Diesel,yes,2006,Astra H,front
Opel,12800,van,190,1.7,Diesel,yes,2011,Zafira,front
Opel,15500,van,180,2,Diesel,yes,2010,Vivaro пасс.,front
Opel,7500,sedan,107,1.4,Petrol,yes,2007,Astra G,front
Opel,1850,hatch,316,2,Diesel,no,1999,Astra G,front
Opel,4600,vagon,180,1.6,Petrol,yes,2000,Astra G,front
Opel,5650,sedan,151,1.4,Petrol,yes,2008,Astra G,
Opel,5100,sedan,155,1.4,Petrol,yes,2006,Astra G,front
Opel,4700,hatch,233,1.4,Petrol,yes,1999,Astra G,front
Opel,10900,other,143,1.3,Diesel,yes,2012,Astra J,front
Opel,0,vagon,158,1.3,Diesel,no,2012,Astra J,front
Opel,5500,sedan,232,2.2,Petrol,yes,2003,Vectra C,front
Opel,6200,van,220,1.7,Diesel,yes,2007,Combo пасс.,front
Opel,7999,vagon,37,1.4,Petrol,yes,2008,Combo пасс.,front
Opel,2450,crossover,278,2.3,Diesel,no,1996,Frontera,full
Opel,0,van,162,2,Diesel,yes,2012,Vivaro груз.,front
Opel,1950,vagon,240,2,Diesel,no,2001,Vectra B,front
Opel,4999,van,202,1.6,Gas,yes,2007,Combo груз.,front
Opel,1850,hatch,255,2,Petrol,no,2002,Vectra B,front
Opel,4500,van,315,1.7,Diesel,yes,2003,Combo пасс.,front
Opel,3300,sedan,280,2,Petrol,yes,1989,Vectra A,front
Opel,5500,van,287,1.7,Diesel,yes,2003,Combo пасс.,front
Opel,4700,van,260,1.3,Diesel,yes,2010,Combo груз.,front
Opel,3850,sedan,184,2,Petrol,yes,1993,Vectra A,front
Opel,2600,sedan,350,2,Diesel,no,1999,Vectra B,front
Opel,6999,van,344,1.7,Diesel,yes,2008,Combo пасс.,front
Opel,3800,sedan,335,1.6,Petrol,yes,1998,Vectra B,front
Opel,5100,sedan,190,1.6,Other,yes,1999,Astra F,front
Opel,10000,van,142,2,Diesel,yes,2011,Vivaro груз.,front
Opel,10800,other,206,2,Diesel,yes,2008,Vivaro пасс.,front
Opel,9900,sedan,109,2.2,Gas,yes,2009,Vectra C,front
Opel,2100,vagon,240,2.2,Gas,no,2001,Vectra B,front
Opel,9700,other,175,1.3,Diesel,yes,2013,Astra J,front
Opel,3250,sedan,140,1.6,Petrol,yes,1996,Vectra B,front
Opel,3950,hatch,10,1.6,Gas,yes,1992,Astra F,front
Opel,8900,hatch,160,1.23,Petrol,yes,2011,Corsa,front
Opel,10500,sedan,103,2.2,Gas,yes,2008,Vectra C,front
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front
Opel,3000,sedan,276,17,Diesel,yes,1993,Vectra A,
Opel,11700,van,137,2,Diesel,yes,2012,Vivaro груз.,
Opel,1650,vagon,296,2,Diesel,no,2001,Astra G,front
Opel,13500,vagon,138,2,Diesel,yes,2010,Insignia,front
Opel,5490,sedan,180,1.4,Petrol,yes,2007,Astra G,front
Opel,4500,sedan,336,2,Gas,yes,1998,Omega,rear
Opel,8100,van,290,1.9,Diesel,yes,2005,Vivaro пасс.,
Opel,1820,sedan,110,1.6,Gas,yes,1988,Ascona,front
Opel,10350,vagon,95,1.4,Petrol,yes,2012,Astra J,front
Opel,2999,sedan,310,1.6,Petrol,yes,1995,Vectra A,front
Opel,4476,sedan,290,2,Gas,yes,1998,Omega,rear
Opel,9700,van,160,2,Diesel,yes,2012,Vivaro груз.,front
Opel,2900,hatch,260,1.4,Petrol,yes,1992,Astra F,front
Opel,3400,vagon,164,1.9,Diesel,no,2005,Vectra C,front
Opel,9700,other,141,2,Diesel,yes,2011,Vivaro груз.,front
Opel,7800,van,212,1.9,Diesel,yes,2002,Vivaro пасс.,front
Opel,5900,sedan,158,1.6,Petrol,yes,2004,Astra G,front
Opel,2100,vagon,250,2.5,Diesel,no,2001,Omega,rear
Opel,12200,van,145,2,Diesel,yes,2013,Vivaro пасс.,front
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear
Opel,11200,van,180,2,Diesel,yes,2012,Vivaro груз.,front
Opel,12500,sedan,140,1.4,Petrol,yes,2012,Insignia,front
Opel,9500,van,180,2,Diesel,yes,2008,Vivaro пасс.,front
Opel,11350,van,177,2,Diesel,yes,2012,Vivaro груз.,front
Opel,14000,van,210,2.5,Diesel,yes,2011,Vivaro пасс.,front
Opel,11700,van,170,2,Other,yes,2008,Vivaro пасс.,front
Opel,4250,hatch,228,2,Petrol,yes,1996,Vectra B,front
Opel,3900,sedan,389,2,Gas,yes,1995,Vectra A,front
Opel,3230,sedan,280,1.6,Other,yes,1994,Astra F,
Opel,10800,van,108,2,Diesel,yes,2012,Vivaro груз.,front
Opel,10300,other,202,2,Diesel,yes,2008,Vivaro пасс.,front
Opel,4500,sedan,369,2,Gas,yes,1995,Omega,rear
Opel,12750,sedan,119,1.8,Gas,yes,2010,Insignia,front
Opel,6400,hatch,163,1.6,Petrol,yes,2005,Astra H,front
Opel,5000,van,190,1.3,Diesel,yes,2005,Combo пасс.,front
